Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Audi,A3,2023,3.1,Diesel,Automatic,259026,3,1,10419
Hyundai,ELANTRA,2022,4.5,Diesel,Semi-automatic,253634,2,2,10127
Mercedes,E-CLASS,2022,2.2,Hybrid,Manual,120004,3,4,11499
Kia,RIO,2017,2.5,Electric,Semi-automatic,225526,4,4,9189
Ford,EXPLORER,2000,3.7,Petrol,Automatic,247523,2,2,4349
Kia,OPTIMA,2019,2.3,Electric,Semi-automatic,29218,5,3,13515
Audi,A3,2009,2.4,Hybrid,Manual,17928,4,2,9841
Volkswagen,PASSAT,2016,4.2,Diesel,Manual,219739,2,4,8705
Audi,Q5,2022,3.5,Electric,Automatic,163972,3,2,14420
Chevrolet,MALIBU,2003,2.3,Petrol,Automatic,132667,4,3,6146
Hyundai,SONATA,2007,2.7,Petrol,Automatic,29157,2,2,9816
Volkswagen,TIGUAN,2019,4.9,Petrol,Manual,227405,2,5,10151
Audi,Q5,2008,4.2,Hybrid,Automatic,23797,4,4,12724
Mercedes,C-CLASS,2023,2.6,Hybrid,Automatic,261742,5,4,10865
Ford,EXPLORER,2015,1.4,Hybrid,Semi-automatic,23534,2,1,10529
Toyota,COROLLA,2023,1.6,Hybrid,Automatic,189772,2,1,11304
Mercedes,GLA,2008,3.0,Hybrid,Manual,121774,3,3,8064
Hyundai,TUCSON,2001,4.9,Diesel,Automatic,168068,5,3,7438
Toyota,COROLLA,2013,1.6,Hybrid,Manual,297002,5,2,4659
Toyota,RAV4,2017,1.9,Hybrid,Automatic,117468,5,3,11250
Hyundai,ELANTRA,2015,3.8,Petrol,Semi-automatic,211545,2,5,8169
Volkswagen,GOLF,2014,4.2,Electric,Semi-automatic,288436,2,1,8731
Toyota,CAMRY,2018,4.4,Diesel,Manual,114684,5,1,11606
Toyota,RAV4,2022,4.6,Hybrid,Manual,142869,2,2,13442
Chevrolet,MALIBU,2001,3.2,Diesel,Automatic,248129,2,2,4137
Chevrolet,EQUINOX,2013,4.6,Electric,Automatic,181417,3,2,12471
Chevrolet,MALIBU,2019,2.1,Hybrid,Automatic,31024,2,4,13779
Volkswagen,TIGUAN,2023,1.0,Petrol,Automatic,108139,4,2,11337
Audi,A3,2023,2.8,Diesel,Manual,211895,5,3,9562
Kia,SPORTAGE,2010,3.6,Diesel,Automatic,165807,4,3,8883
Ford,EXPLORER,2021,3.6,Petrol,Manual,49144,2,1,13017
Ford,FIESTA,2022,3.6,Petrol,Manual,285033,4,3,8599
Audi,A4,2009,3.7,Diesel,Semi-automatic,204116,5,4,6417
Honda,CR-V,2011,4.0,Hybrid,Semi-automatic,148122,5,1,9437
Bmw,X5,2021,3.3,Hybrid,Automatic,48794,4,4,15224
Mercedes,E-CLASS,2004,4.3,Hybrid,Semi-automatic,1468,4,1,10570
Ford,FIESTA,2018,4.1,Diesel,Automatic,250214,4,2,10095
Honda,CIVIC,2000,3.8,Hybrid,Semi-automatic,198579,2,3,4928
Volkswagen,GOLF,2014,1.9,Hybrid,Manual,8606,2,4,11027
Mercedes,C-CLASS,2009,2.7,Diesel,Manual,190357,4,5,5692
Audi,Q5,2020,1.4,Electric,Semi-automatic,22948,4,2,13041
Audi,A3,2014,2.9,Hybrid,Automatic,99602,3,5,11707
Mercedes,E-CLASS,2008,2.4,Diesel,Manual,297184,5,3,2956
Mercedes,E-CLASS,2022,1.5,Diesel,Manual,167423,4,3,8851
Mercedes,E-CLASS,2014,4.6,Electric,Semi-automatic,167413,3,1,11551
Bmw,X5,2023,2.0,Diesel,Automatic,167629,3,1,11147
Hyundai,TUCSON,2002,1.2,Diesel,Manual,135449,3,5,3191
Ford,FIESTA,2010,4.3,Petrol,Semi-automatic,263113,2,4,6137
Chevrolet,IMPALA,2007,1.6,Diesel,Automatic,8250,3,3,9135
Chevrolet,EQUINOX,2017,4.9,Electric,Semi-automatic,240222,4,1,11295
Audi,A3,2004,1.7,Hybrid,Semi-automatic,136830,2,4,5263
Volkswagen,PASSAT,2006,2.6,Electric,Semi-automatic,205832,5,3,6383
Kia,SPORTAGE,2001,3.2,Electric,Manual,157182,2,2,6456
Bmw,3 SERIES,2005,1.2,Electric,Automatic,166820,2,3,6963
Kia,RIO,2000,3.6,Electric,Automatic,232094,5,5,6558
Ford,FIESTA,2017,4.6,Electric,Automatic,250034,3,4,12299
Kia,OPTIMA,2020,4.0,Diesel,Automatic,151346,2,4,12573
Bmw,3 SERIES,2014,2.7,Electric,Automatic,130418,2,5,11891
Hyundai,TUCSON,2011,1.4,Petrol,Semi-automatic,166927,3,5,5461
Bmw,5 SERIES,2021,2.7,Hybrid,Automatic,231281,4,2,10974
Volkswagen,GOLF,2018,2.9,Hybrid,Manual,19860,5,2,13002
Honda,CR-V,2008,2.3,Hybrid,Automatic,100144,3,3,9297
Audi,Q5,2001,4.2,Petrol,Manual,160095,5,2,5398
Toyota,RAV4,2017,2.6,Electric,Automatic,117587,4,5,12948
Kia,SPORTAGE,2005,1.0,Diesel,Semi-automatic,33013,3,1,5939
Bmw,3 SERIES,2021,4.9,Diesel,Automatic,106965,3,3,14660
Hyundai,ELANTRA,2003,1.8,Petrol,Automatic,152446,4,2,5251
Ford,EXPLORER,2010,4.5,Petrol,Semi-automatic,50328,3,1,10593
Kia,RIO,2016,2.0,Diesel,Semi-automatic,234734,4,4,6205
Chevrolet,IMPALA,2009,1.9,Electric,Manual,273001,3,2,5239
Ford,FIESTA,2020,3.3,Hybrid,Semi-automatic,203134,4,5,10337
Hyundai,SONATA,2002,4.1,Hybrid,Manual,122406,4,3,7351
Hyundai,ELANTRA,2005,2.5,Hybrid,Automatic,175563,5,1,7088
Volkswagen,TIGUAN,2008,1.1,Electric,Semi-automatic,89304,3,3,7813
Honda,CIVIC,2004,3.6,Hybrid,Automatic,258034,4,5,6239
Hyundai,ELANTRA,2014,1.3,Diesel,Automatic,120033,2,3,8699
Hyundai,ELANTRA,2006,4.2,Diesel,Semi-automatic,6007,3,4,9979
Toyota,COROLLA,2014,4.8,Petrol,Automatic,184138,4,1,10917
Mercedes,C-CLASS,2005,1.3,Diesel,Automatic,234518,3,3,3709
Hyundai,ELANTRA,2015,2.1,Diesel,Manual,282541,2,2,5049
Audi,Q5,2020,1.3,Hybrid,Automatic,100488,2,2,11890
Chevrolet,EQUINOX,2001,2.2,Diesel,Semi-automatic,68178,2,4,5236
Chevrolet,EQUINOX,2018,4.1,Petrol,Manual,151138,4,2,10577
Hyundai,ELANTRA,2002,3.3,Hybrid,Semi-automatic,159436,5,4,5811
Mercedes,C-CLASS,2008,3.9,Electric,Semi-automatic,282354,3,5,6752
Kia,OPTIMA,2016,3.6,Electric,Semi-automatic,104867,3,2,12402
Bmw,5 SERIES,2007,1.8,Diesel,Manual,54751,4,1,6904
Audi,Q5,2014,4.3,Electric,Automatic,231270,4,5,11474
Toyota,CAMRY,2022,2.3,Hybrid,Manual,272342,2,2,8553
Mercedes,E-CLASS,2010,2.7,Diesel,Semi-automatic,147775,3,1,6844
Volkswagen,TIGUAN,2023,1.0,Hybrid,Automatic,136461,4,2,11770
Bmw,5 SERIES,2021,4.8,Diesel,Semi-automatic,262444,4,2,9951
Kia,OPTIMA,2009,3.0,Diesel,Semi-automatic,230536,5,1,5189
Kia,SPORTAGE,2006,2.1,Hybrid,Manual,219324,2,5,4613
Mercedes,GLA,2004,1.5,Electric,Manual,27269,2,1,8254
Kia,OPTIMA,2015,1.1,Petrol,Semi-automatic,109317,5,4,7513
Ford,EXPLORER,2000,1.4,Electric,Semi-automatic,298968,5,1,2000
Volkswagen,TIGUAN,2014,2.2,Hybrid,Manual,113037,4,1,9239
Ford,FIESTA,2021,3.5,Electric,Manual,240581,2,5,11088
Hyundai,ELANTRA,2011,2.9,Diesel,Automatic,129776,2,4,9204
Chevrolet,IMPALA,2007,2.0,Electric,Semi-automatic,109453,3,3,8010
Ford,EXPLORER,2013,3.9,Electric,Automatic,36738,4,5,14665
Bmw,X5,2014,3.6,Diesel,Manual,193268,2,5,8034
Audi,A4,2019,4.1,Diesel,Semi-automatic,181617,5,5,10267
Volkswagen,PASSAT,2007,1.6,Petrol,Automatic,88320,2,1,7533
Volkswagen,TIGUAN,2017,4.0,Petrol,Automatic,229856,2,2,10102
Honda,CIVIC,2004,1.8,Petrol,Automatic,119745,3,2,6205
Chevrolet,IMPALA,2004,1.2,Electric,Semi-automatic,132112,5,1,5857
Ford,FOCUS,2005,4.3,Diesel,Automatic,179568,3,1,7808
Chevrolet,IMPALA,2023,1.6,Diesel,Automatic,112043,2,4,11859
Chevrolet,MALIBU,2002,2.2,Hybrid,Automatic,51457,5,3,8370
Chevrolet,IMPALA,2003,1.6,Hybrid,Manual,121133,2,1,5177
Toyota,CAMRY,2004,4.4,Diesel,Semi-automatic,137461,4,5,6950
Volkswagen,PASSAT,2006,1.9,Diesel,Semi-automatic,189664,4,1,4006
Hyundai,SONATA,2018,4.2,Petrol,Automatic,57590,3,3,14048
Audi,A4,2013,2.0,Diesel,Manual,57287,2,3,8854
Ford,FOCUS,2006,4.0,Diesel,Automatic,25900,5,2,10882
Hyundai,SONATA,2015,3.1,Petrol,Semi-automatic,203562,4,3,7628
Kia,SPORTAGE,2009,2.1,Electric,Semi-automatic,141534,3,4,8069
Toyota,CAMRY,2004,2.6,Hybrid,Manual,272288,4,3,3454
Hyundai,ELANTRA,2012,1.0,Diesel,Manual,207163,3,4,4556
Volkswagen,TIGUAN,2015,4.6,Hybrid,Automatic,116791,5,5,13364
Volkswagen,PASSAT,2017,1.1,Electric,Semi-automatic,284501,2,5,6609
Honda,CR-V,2016,4.9,Electric,Automatic,118813,4,1,14923
Toyota,CAMRY,2020,4.6,Petrol,Automatic,184309,2,4,12513
Mercedes,C-CLASS,2017,2.0,Diesel,Semi-automatic,10721,3,3,10985
Ford,FOCUS,2014,3.6,Petrol,Manual,141452,5,1,9070
Volkswagen,GOLF,2010,2.4,Electric,Semi-automatic,291045,4,1,5679
Toyota,CAMRY,2003,2.9,Petrol,Semi-automatic,182498,4,4,4250
Ford,FIESTA,2022,1.7,Diesel,Automatic,130630,5,4,11287
Honda,CIVIC,2023,2.9,Diesel,Semi-automatic,209776,3,3,9704
Mercedes,E-CLASS,2021,4.5,Electric,Manual,166297,4,1,13574
Honda,CIVIC,2014,3.6,Hybrid,Automatic,144755,5,2,11504
Mercedes,E-CLASS,2008,2.4,Diesel,Automatic,10501,5,5,10189
Audi,A3,2023,2.9,Petrol,Semi-automatic,116400,3,4,11572
Audi,A3,2021,2.0,Electric,Manual,193207,4,2,10535
Chevrolet,IMPALA,2000,2.5,Petrol,Manual,224322,3,4,2113
Ford,FOCUS,2019,2.2,Electric,Manual,83009,4,1,12339
Audi,A3,2018,2.4,Hybrid,Automatic,229468,3,4,9810
Toyota,COROLLA,2005,1.0,Electric,Manual,217030,2,4,4259
Honda,CR-V,2001,2.0,Petrol,Automatic,116633,5,5,5567
Honda,ACCORD,2001,4.6,Petrol,Manual,281996,2,1,3360
Hyundai,ELANTRA,2016,3.5,Electric,Semi-automatic,249659,3,3,9406
Volkswagen,GOLF,2002,4.8,Petrol,Semi-automatic,234282,5,3,4814
Hyundai,TUCSON,2021,1.1,Hybrid,Semi-automatic,251430,5,5,7471
Honda,CR-V,2016,4.3,Petrol,Semi-automatic,299754,2,2,7204
Hyundai,TUCSON,2003,4.0,Electric,Semi-automatic,264192,4,3,5716
Ford,FIESTA,2022,1.9,Hybrid,Manual,6260,5,1,13474
Honda,ACCORD,2003,2.3,Petrol,Semi-automatic,120658,4,2,4886
Audi,Q5,2012,2.5,Diesel,Manual,267628,2,4,4847
Honda,CIVIC,2016,1.5,Electric,Semi-automatic,6248,5,1,12275
Mercedes,E-CLASS,2020,3.6,Diesel,Automatic,29521,3,5,14609
Mercedes,C-CLASS,2018,1.2,Diesel,Automatic,237046,3,4,7459
Chevrolet,MALIBU,2005,1.3,Petrol,Semi-automatic,98813,5,5,4923
Chevrolet,MALIBU,2000,2.0,Diesel,Manual,151821,4,4,3063
Audi,A4,2001,3.5,Hybrid,Manual,251686,4,2,3866
Kia,RIO,2022,3.2,Electric,Automatic,207165,2,4,13256
Mercedes,C-CLASS,2021,1.4,Electric,Automatic,126699,5,4,12766
Chevrolet,MALIBU,2010,3.8,Diesel,Manual,146879,2,2,7962
Kia,OPTIMA,2019,1.3,Electric,Manual,209699,3,4,8906
Ford,FOCUS,2010,2.4,Hybrid,Automatic,126169,2,5,9476
Honda,CIVIC,2006,3.9,Diesel,Semi-automatic,214980,2,3,5500
Ford,FIESTA,2008,3.6,Hybrid,Manual,178809,5,2,7523
Volkswagen,GOLF,2020,3.3,Electric,Automatic,95581,4,2,14988
Audi,A4,2001,2.0,Electric,Semi-automatic,144439,2,5,5511
Chevrolet,IMPALA,2010,4.6,Petrol,Manual,59267,4,2,10514
Mercedes,C-CLASS,2017,4.6,Petrol,Automatic,233357,4,1,10632
Ford,EXPLORER,2002,3.6,Diesel,Semi-automatic,56722,5,4,7165
Volkswagen,TIGUAN,2003,2.8,Electric,Automatic,201488,4,2,7270
Toyota,CAMRY,2022,4.1,Electric,Semi-automatic,225670,4,4,12286
Honda,ACCORD,2012,1.8,Electric,Automatic,267150,4,5,7657
Audi,A4,2019,4.5,Petrol,Automatic,244818,3,5,10903
Hyundai,ELANTRA,2011,4.0,Petrol,Manual,178485,5,4,7830
Kia,RIO,2002,2.6,Hybrid,Semi-automatic,219752,2,1,3904
Hyundai,SONATA,2006,4.6,Petrol,Manual,99528,5,2,8509
Volkswagen,GOLF,2008,2.0,Hybrid,Manual,31438,2,2,8871
Toyota,COROLLA,2002,1.2,Petrol,Automatic,148740,5,5,4425
Bmw,X5,2000,3.8,Diesel,Automatic,18836,4,4,9023
Toyota,COROLLA,2002,2.8,Electric,Automatic,211794,4,4,6764
Chevrolet,MALIBU,2001,4.3,Electric,Manual,201932,5,5,6661
Toyota,CAMRY,2005,2.7,Petrol,Manual,124590,2,2,5808
Volkswagen,PASSAT,2017,4.8,Hybrid,Semi-automatic,187136,5,5,11257
Chevrolet,IMPALA,2020,4.6,Electric,Automatic,130431,5,5,15591
Audi,Q5,2023,2.2,Diesel,Automatic,124452,5,2,12210
Chevrolet,IMPALA,2001,2.7,Hybrid,Automatic,292575,3,5,3748
Ford,EXPLORER,2016,1.2,Hybrid,Semi-automatic,5659,2,3,10986
Chevrolet,EQUINOX,2006,1.3,Petrol,Automatic,276465,5,1,3170
Mercedes,E-CLASS,2018,3.4,Electric,Automatic,225654,3,2,11886
Bmw,3 SERIES,2016,3.1,Diesel,Automatic,59765,2,2,12304
Mercedes,E-CLASS,2014,2.9,Diesel,Manual,105427,3,5,9091
Bmw,X5,2005,3.7,Petrol,Semi-automatic,115844,2,3,6983
Ford,FOCUS,2006,1.8,Petrol,Automatic,290915,5,5,3381
Mercedes,E-CLASS,2014,4.5,Hybrid,Manual,162543,4,3,10549
Mercedes,GLA,2018,4.1,Electric,Automatic,186690,4,2,13366
Bmw,3 SERIES,2018,4.9,Petrol,Automatic,126701,5,5,13365
Audi,A4,2015,3.8,Diesel,Manual,244038,4,2,7519
Bmw,5 SERIES,2003,3.7,Petrol,Semi-automatic,148815,5,1,5723
Bmw,3 SERIES,2020,4.1,Electric,Manual,8111,4,2,16037
Audi,A4,2022,1.4,Hybrid,Semi-automatic,232385,2,4,8452
Volkswagen,PASSAT,2017,3.7,Electric,Manual,86463,2,3,13170
Audi,A4,2005,4.2,Hybrid,Manual,116904,4,3,8461
Toyota,RAV4,2018,4.8,Petrol,Semi-automatic,58612,4,3,13127
Hyundai,SONATA,2011,3.1,Diesel,Manual,132448,5,3,7851
Honda,ACCORD,2021,3.5,Diesel,Automatic,244748,5,5,10505
Hyundai,ELANTRA,2003,2.7,Diesel,Manual,150497,2,5,4690
Kia,OPTIMA,2016,2.2,Diesel,Semi-automatic,287720,2,2,5345
Honda,CIVIC,2003,2.9,Electric,Manual,32266,4,1,9254
Kia,SPORTAGE,2007,4.6,Hybrid,Automatic,86931,5,3,11561
Chevrolet,IMPALA,2005,4.6,Diesel,Automatic,66725,5,3,10365
Ford,EXPLORER,2005,4.1,Hybrid,Manual,85536,5,1,8989
Ford,EXPLORER,2019,1.0,Electric,Manual,33680,3,3,12126
Honda,CR-V,2016,1.0,Diesel,Manual,152865,5,5,6842
Mercedes,E-CLASS,2004,3.6,Hybrid,Automatic,2810,5,3,11343
Mercedes,C-CLASS,2010,2.0,Hybrid,Automatic,212019,5,1,7359
Bmw,5 SERIES,2009,1.2,Petrol,Manual,165992,4,2,4680
Kia,OPTIMA,2012,4.5,Diesel,Semi-automatic,112693,4,3,9946
Hyundai,ELANTRA,2001,1.0,Petrol,Semi-automatic,4557,4,3,5308
Honda,ACCORD,2021,1.9,Petrol,Manual,29518,2,1,11709
Volkswagen,GOLF,2016,4.5,Electric,Automatic,179925,5,4,13301
Ford,FIESTA,2023,4.8,Hybrid,Semi-automatic,209679,5,4,12606
Kia,SPORTAGE,2022,1.3,Hybrid,Semi-automatic,239136,2,4,8217
Bmw,5 SERIES,2021,3.6,Petrol,Manual,171034,5,1,10579
Volkswagen,TIGUAN,2001,5.0,Hybrid,Semi-automatic,255834,3,3,5283
Volkswagen,PASSAT,2000,4.5,Petrol,Manual,179413,3,3,5011
Audi,A3,2012,4.3,Diesel,Manual,24069,5,2,11518
Bmw,5 SERIES,2017,1.3,Hybrid,Semi-automatic,1622,5,3,11467
Hyundai,SONATA,2016,2.8,Petrol,Semi-automatic,285357,2,5,5992
Volkswagen,GOLF,2016,2.1,Petrol,Semi-automatic,5834,2,4,10883
Toyota,RAV4,2007,3.7,Electric,Manual,298099,5,1,5938
Ford,EXPLORER,2021,4.1,Hybrid,Automatic,73569,4,1,15528
Honda,CR-V,2008,2.4,Petrol,Manual,32723,4,2,8245
Kia,RIO,2006,1.4,Petrol,Semi-automatic,227710,5,3,2745
Toyota,CAMRY,2001,1.4,Electric,Semi-automatic,144406,3,5,4911
Mercedes,C-CLASS,2009,2.5,Electric,Manual,271667,3,3,5866
Volkswagen,GOLF,2011,1.1,Hybrid,Semi-automatic,229777,3,1,4904
Bmw,5 SERIES,2022,1.2,Hybrid,Manual,146192,5,5,9976
Kia,RIO,2021,2.5,Hybrid,Semi-automatic,132442,5,5,11251
Toyota,CAMRY,2001,1.4,Hybrid,Semi-automatic,109297,2,2,4614
Volkswagen,PASSAT,2022,3.4,Electric,Automatic,257717,4,3,12445
Volkswagen,PASSAT,2005,3.1,Petrol,Semi-automatic,130573,4,1,6088
Ford,EXPLORER,2012,2.7,Diesel,Manual,41569,3,5,9568
Volkswagen,TIGUAN,2012,2.9,Hybrid,Semi-automatic,265669,3,3,6286
Chevrolet,MALIBU,2007,2.5,Petrol,Automatic,294846,4,5,4303
Audi,A3,2013,2.8,Petrol,Automatic,226670,4,5,7766
Chevrolet,EQUINOX,2019,3.2,Diesel,Semi-automatic,222626,2,5,8547
Ford,FIESTA,2019,1.2,Hybrid,Manual,240570,2,2,7188
Ford,FIESTA,2020,3.3,Hybrid,Automatic,236487,5,5,11170
Ford,FOCUS,2006,3.2,Petrol,Semi-automatic,273224,2,1,3635
Hyundai,ELANTRA,2007,1.7,Diesel,Manual,62117,5,1,6657
Ford,EXPLORER,2011,4.4,Hybrid,Manual,34906,3,1,12101
Toyota,RAV4,2002,2.8,Hybrid,Manual,62045,4,3,7259
Chevrolet,IMPALA,2002,3.4,Diesel,Manual,114107,4,3,5817
Toyota,COROLLA,2006,2.0,Hybrid,Manual,32557,3,3,8248
Chevrolet,MALIBU,2000,1.4,Hybrid,Automatic,163136,4,1,4737
Hyundai,TUCSON,2018,1.6,Diesel,Manual,88716,3,1,9325
Hyundai,SONATA,2016,1.7,Diesel,Manual,145588,2,5,7688
Hyundai,TUCSON,2023,2.9,Hybrid,Automatic,152302,5,2,13353
Volkswagen,PASSAT,2009,1.2,Hybrid,Semi-automatic,133585,3,1,6328
Chevrolet,IMPALA,2021,2.0,Diesel,Manual,33019,2,4,11739
Kia,SPORTAGE,2014,4.7,Electric,Manual,146386,3,2,12072
Mercedes,C-CLASS,2002,4.1,Electric,Manual,78267,4,5,9234
Kia,RIO,2020,4.7,Diesel,Semi-automatic,136360,4,1,12072
Ford,EXPLORER,2006,4.9,Diesel,Manual,256466,4,5,5670
Audi,A4,2016,3.7,Petrol,Semi-automatic,35971,3,4,11880
Ford,FOCUS,2012,3.4,Petrol,Manual,94189,5,2,9216
Honda,CIVIC,2011,3.3,Hybrid,Manual,259656,2,3,6506
Audi,Q5,2003,3.5,Hybrid,Manual,9650,2,4,9307
Volkswagen,TIGUAN,2001,3.3,Diesel,Semi-automatic,89757,3,4,5904
Kia,RIO,2009,3.3,Hybrid,Semi-automatic,236792,5,2,6364
Mercedes,C-CLASS,2000,2.9,Hybrid,Automatic,15565,3,2,9188
Mercedes,E-CLASS,2014,2.9,Petrol,Semi-automatic,84788,5,3,9504
Ford,EXPLORER,2020,4.5,Hybrid,Automatic,178797,4,4,13524
Hyundai,TUCSON,2019,1.6,Diesel,Automatic,134284,2,5,10214
Kia,OPTIMA,2021,4.9,Hybrid,Manual,7865,5,2,16142
Volkswagen,PASSAT,2015,1.7,Diesel,Manual,11098,4,2,10078
Mercedes,C-CLASS,2008,4.6,Diesel,Semi-automatic,134491,3,5,8410
Mercedes,E-CLASS,2013,1.6,Petrol,Manual,59083,2,1,8418
Mercedes,C-CLASS,2012,2.0,Diesel,Manual,183085,3,5,6038
Honda,ACCORD,2013,4.3,Hybrid,Automatic,298576,2,3,8828
Audi,Q5,2019,4.6,Electric,Semi-automatic,252801,5,3,11343
Chevrolet,EQUINOX,2021,4.8,Diesel,Automatic,89746,3,4,14905
Chevrolet,EQUINOX,2007,4.6,Petrol,Automatic,264351,3,1,7012
Ford,EXPLORER,2020,4.7,Hybrid,Automatic,54878,4,5,16202
Chevrolet,MALIBU,2019,3.3,Electric,Semi-automatic,295893,3,2,9182
Chevrolet,MALIBU,2006,3.4,Hybrid,Manual,5097,2,3,10198
Honda,ACCORD,2005,4.9,Diesel,Semi-automatic,54355,5,1,9412
Audi,A3,2014,2.5,Diesel,Semi-automatic,171850,3,2,7363
Volkswagen,GOLF,2019,3.7,Petrol,Manual,159318,3,1,10313
Kia,OPTIMA,2020,4.3,Electric,Automatic,274031,3,5,12419
Honda,CR-V,2015,2.6,Petrol,Manual,216068,4,5,6878
Mercedes,C-CLASS,2023,2.3,Diesel,Automatic,190775,3,5,10984
Audi,A4,2023,4.0,Diesel,Automatic,259337,5,3,11313
Toyota,RAV4,2019,4.5,Electric,Semi-automatic,201176,5,1,12276
Chevrolet,IMPALA,2007,3.6,Hybrid,Manual,10305,3,1,10593
Bmw,3 SERIES,2007,2.2,Petrol,Automatic,78043,3,5,8339
Mercedes,C-CLASS,2023,1.9,Petrol,Manual,93969,4,5,11020
Volkswagen,GOLF,2008,1.6,Diesel,Automatic,28352,2,4,9032
Audi,A4,2017,4.8,Petrol,Automatic,47216,5,5,14555
Hyundai,SONATA,2008,4.3,Hybrid,Automatic,289750,5,3,7505
Kia,OPTIMA,2013,4.2,Diesel,Semi-automatic,166953,5,5,8860
Volkswagen,TIGUAN,2012,1.9,Hybrid,Manual,75263,3,1,9094
Bmw,X5,2017,2.7,Petrol,Automatic,145980,4,1,10480
Honda,CIVIC,2023,1.6,Electric,Automatic,114740,3,3,13805
Kia,SPORTAGE,2015,1.8,Hybrid,Semi-automatic,19111,4,3,11017
Kia,OPTIMA,2021,1.9,Diesel,Semi-automatic,197398,5,1,8352
Ford,FIESTA,2013,3.5,Electric,Automatic,27879,2,4,14442
Mercedes,E-CLASS,2012,2.7,Hybrid,Semi-automatic,184680,3,3,7706
Chevrolet,MALIBU,2011,3.8,Electric,Automatic,8371,3,2,14532
Bmw,3 SERIES,2016,1.6,Electric,Semi-automatic,19827,5,2,12103
Bmw,5 SERIES,2001,4.6,Hybrid,Semi-automatic,102282,4,3,7954
Hyundai,TUCSON,2006,3.0,Hybrid,Manual,146248,4,2,6975
Ford,FOCUS,2002,3.4,Electric,Semi-automatic,233745,5,5,5425
Ford,EXPLORER,2011,3.0,Diesel,Automatic,297131,3,3,5957
Kia,OPTIMA,2007,4.3,Diesel,Semi-automatic,17773,5,2,10144
Honda,ACCORD,2010,2.5,Hybrid,Semi-automatic,135477,5,2,7890
Bmw,3 SERIES,2011,2.4,Diesel,Manual,57160,2,2,8656
Toyota,COROLLA,2023,3.0,Electric,Manual,271528,5,1,10569
Kia,SPORTAGE,2006,3.2,Diesel,Semi-automatic,253704,3,5,4025
Hyundai,TUCSON,2002,3.8,Hybrid,Automatic,274808,3,1,5503
Hyundai,SONATA,2014,2.4,Diesel,Manual,124229,2,5,8215
Chevrolet,IMPALA,2017,4.0,Diesel,Automatic,30300,2,3,14094
Mercedes,GLA,2009,4.6,Electric,Automatic,251532,4,4,9869
Audi,A4,2011,3.8,Hybrid,Manual,176080,5,3,8678
Chevrolet,IMPALA,2022,3.7,Diesel,Manual,288455,2,4,8630
Chevrolet,MALIBU,2017,4.1,Electric,Manual,3945,2,4,15221
Mercedes,GLA,2009,4.3,Diesel,Automatic,68858,3,1,11222
Honda,CR-V,2013,4.4,Petrol,Automatic,152998,4,2,10840
Bmw,3 SERIES,2020,4.7,Diesel,Semi-automatic,241382,2,1,9972
Honda,CIVIC,2013,4.9,Electric,Semi-automatic,150552,2,5,11888
Honda,CIVIC,2019,1.9,Petrol,Manual,6120,4,5,11577
Mercedes,GLA,2014,3.5,Diesel,Manual,28412,2,1,11231
Hyundai,TUCSON,2010,1.5,Electric,Manual,64600,4,1,9308
Hyundai,TUCSON,2007,2.4,Petrol,Semi-automatic,52610,5,1,7547
Volkswagen,PASSAT,2011,3.9,Diesel,Automatic,108980,3,5,10620
Hyundai,SONATA,2020,3.7,Petrol,Automatic,94279,5,1,13414
Chevrolet,EQUINOX,2001,3.9,Diesel,Automatic,295409,5,2,3891
Bmw,5 SERIES,2000,3.7,Petrol,Manual,255854,5,1,2682
Audi,Q5,2023,2.2,Electric,Semi-automatic,210515,4,4,10989
Toyota,COROLLA,2015,2.8,Electric,Semi-automatic,39322,3,3,12613
Chevrolet,EQUINOX,2022,4.0,Hybrid,Automatic,227708,2,2,12645
Chevrolet,EQUINOX,2010,4.9,Hybrid,Manual,122265,3,5,10554
Audi,A3,2018,3.4,Hybrid,Automatic,203904,3,1,11321
Bmw,5 SERIES,2022,3.2,Electric,Semi-automatic,95298,4,4,13994
Kia,RIO,2016,1.3,Electric,Automatic,152889,2,3,10642
Audi,A3,2018,4.1,Hybrid,Semi-automatic,174581,2,2,11108
Ford,FOCUS,2012,4.0,Petrol,Automatic,112245,4,3,10955
Honda,CIVIC,2019,3.1,Electric,Semi-automatic,244576,2,1,10008
Audi,A4,2002,4.3,Diesel,Manual,190432,5,2,5191
Toyota,RAV4,2012,3.3,Diesel,Semi-automatic,229540,3,5,6409
Volkswagen,GOLF,2014,3.5,Petrol,Semi-automatic,10313,5,1,11593
Volkswagen,GOLF,2007,1.5,Diesel,Manual,108975,4,5,5520
Hyundai,ELANTRA,2001,1.7,Diesel,Manual,96682,3,2,4166
Chevrolet,IMPALA,2005,1.3,Hybrid,Semi-automatic,259845,4,1,2703
Kia,SPORTAGE,2023,2.6,Hybrid,Manual,12782,4,5,14344
Bmw,5 SERIES,2010,4.4,Petrol,Automatic,100916,5,1,10981
Hyundai,ELANTRA,2021,1.3,Petrol,Semi-automatic,224450,4,5,7211
Audi,Q5,2020,1.6,Petrol,Manual,216535,5,2,7369
Audi,A4,2010,1.3,Hybrid,Manual,296477,5,1,3470
Chevrolet,EQUINOX,2008,3.4,Electric,Automatic,10514,4,4,13189
